Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge
5692-ICXLW,Male,75,No,0,0,31,None,46.71,Two Year,90.7
5693-PIPCS,Male,29,No,0,0,41,Offer B,21.64,Two Year,99.65
5696-CEIQJ,Male,31,Yes,3,4,67,Offer A,13.26,Two Year,103.15
5696-EXCYS,Male,50,No,0,0,17,Offer D,39.34,Two Year,19.45
5696-JVVQY,Female,56,Yes,3,1,48,Offer B,4.45,Two Year,70.1
5696-QURRL,Male,31,No,0,0,1,None,13.84,Month-to-Month,-5.0
5698-BQJOH,Female,41,No,2,0,9,None,27.21,Month-to-Month,94.4
5699-BNCAS,Male,79,No,0,0,71,Offer A,4.75,Two Year,24.65
5701-SVCWR,Female,45,No,1,0,1,Offer E,32.95,Month-to-Month,24.0
5701-YVSVF,Female,68,Yes,0,9,11,Offer D,29.15,One Year,82.9
5701-ZIKJE,Male,28,No,0,0,13,Offer D,33.95,Month-to-Month,50.55
5702-KVQRD,Male,34,Yes,0,2,71,Offer A,28.21,Two Year,82.55
5702-SKUOB,Female,34,Yes,0,1,4,None,29.14,Month-to-Month,19.6
5707-ORNDZ,Male,79,No,0,0,9,Offer E,2.45,Month-to-Month,54.55
5707-ZMDJP,Male,61,Yes,2,3,53,None,31.69,Two Year,69.7
5708-EVONK,Female,37,Yes,0,1,58,None,3.65,Month-to-Month,93.4
5709-LVOEQ,Female,40,Yes,0,8,10,None,31.09,Two Year,80.85
5712-AHQNN,Female,36,No,0,0,43,None,26.55,Month-to-Month,91.65
5712-PTIWW,Male,46,No,0,0,2,Offer E,16.14,Month-to-Month,79.85
5712-VBOXD,Female,53,No,0,0,4,Offer E,1.3,Month-to-Month,20.15
5716-EZXZN,Female,56,Yes,0,5,65,None,13.2,Two Year,99.05
5716-LIBJC,Female,29,No,2,0,13,Offer D,11.99,One Year,104.15
5724-BIDBU,Male,29,Yes,0,3,49,None,42.19,One Year,55.35
5726-CVNYA,Female,44,Yes,0,8,8,Offer E,17.09,Two Year,19.85
5727-MYATE,Male,64,Yes,2,1,72,Offer A,20.63,Two Year,90.8
5729-KLZAR,Female,22,Yes,0,1,4,Offer E,44.28,Month-to-Month,80.85
5730-DBDSI,Male,50,No,0,0,66,Offer A,45.54,Two Year,19.7
5732-IKGQH,Male,79,Yes,0,5,52,None,39.0,One Year,104.45
5734-EJKXG,Female,25,No,0,0,61,Offer B,38.78,One Year,118.6
5736-YEJAX,Male,23,No,0,0,69,Offer A,26.45,Two Year,79.45
5740-YHGTW,Male,62,Yes,3,8,70,None,32.38,Month-to-Month,97.55
5743-KHMNA,Male,43,No,0,0,71,None,39.08,Two Year,25.55
5747-PMBSQ,Male,72,Yes,0,1,10,None,11.12,Month-to-Month,92.5
5748-RNCJT,Male,58,No,0,0,69,Offer A,26.88,Two Year,106.5
5751-USDBL,Male,37,Yes,1,1,46,None,45.95,Two Year,81.0
5753-QQWPW,Female,57,No,0,0,28,Offer C,11.32,One Year,59.9
5756-JYOJT,Female,55,No,0,0,11,None,5.0,One Year,64.9
5756-OZRIO,Male,73,Yes,0,9,61,None,34.24,One Year,64.05
5760-FXFVO,Male,55,No,0,0,6,Offer E,29.52,Month-to-Month,78.95
5760-IFJOZ,Male,57,No,0,0,3,None,47.5,Month-to-Month,107.95
5760-WRAHC,Female,78,No,0,0,22,Offer D,49.98,One Year,69.75
5766-FTRTS,Male,35,Yes,0,8,72,Offer A,35.06,Two Year,84.45
5766-XQXMQ,Female,45,No,0,0,29,None,1.02,Month-to-Month,68.85
5766-ZJYBB,Male,52,No,0,0,1,None,3.14,Month-to-Month,-8.0
5774-QPLTF,Male,40,Yes,2,9,50,None,26.98,One Year,20.35
5774-XZTQC,Female,30,Yes,1,3,7,Offer E,5.84,Month-to-Month,20.45
5777-KJIRB,Female,61,No,0,0,40,None,23.28,One Year,50.25
5777-ZPQNC,Female,35,No,0,0,12,Offer D,26.67,One Year,20.15
5778-BVOFB,Female,33,No,0,0,9,Offer E,39.19,Month-to-Month,59.5
5780-INQIK,Female,52,No,0,0,8,None,20.9,Month-to-Month,49.4
5781-BKHOP,Female,48,Yes,0,10,72,Offer A,41.68,Two Year,100.65
5781-RFZRP,Male,34,Yes,0,7,71,None,34.39,Two Year,73.5
5787-KXGIY,Male,54,Yes,0,3,72,None,2.61,Two Year,19.3
5788-YPOEG,Female,41,Yes,2,9,34,Offer C,9.09,Two Year,84.75
5789-LDFXO,Male,60,No,0,0,24,Offer C,47.33,One Year,24.6
5791-KAJFD,Female,58,Yes,0,2,56,None,42.86,One Year,68.75
5792-JALQC,Female,78,No,0,0,52,Offer B,34.0,Two Year,59.85
5793-YOLJN,Female,53,Yes,3,8,55,Offer B,38.51,Two Year,21.0
5795-BKOYE,Female,47,Yes,1,5,69,Offer A,14.48,One Year,59.1
5795-KTGUD,Female,61,Yes,0,2,68,Offer A,46.7,Two Year,110.8
5797-APWZC,Female,41,No,0,0,1,Offer E,31.68,Month-to-Month,90.6
5799-JRCZO,Female,48,No,1,0,63,None,24.32,Two Year,19.5
5802-ADBRC,Female,57,Yes,0,7,50,Offer B,20.79,One Year,104.4
5803-NQJZO,Male,46,Yes,0,1,72,None,15.52,Two Year,67.8
5804-HYIEZ,Male,40,Yes,1,1,70,Offer A,40.28,Month-to-Month,106.05
5804-JMYIO,Female,40,Yes,3,6,39,Offer C,15.91,Two Year,19.75
5804-LEPIM,Female,74,No,0,0,2,Offer E,13.17,Month-to-Month,70.35
5808-TOTXO,Female,37,No,2,0,3,None,11.27,One Year,20.55
5811-IWXYM,Female,20,Yes,1,1,52,Offer B,44.79,One Year,101.25
5813-UECBU,Male,78,No,0,0,33,None,38.53,Month-to-Month,83.85
5815-HGGHV,Male,45,Yes,0,3,20,Offer D,33.78,One Year,64.15
5816-JMLGY,Female,28,Yes,0,4,70,None,39.78,Two Year,-4.0
5816-QVHRX,Female,26,No,0,0,37,None,45.06,Month-to-Month,100.3
5816-SCGFC,Female,73,No,0,0,7,None,11.01,Two Year,51.3
5820-PTRYM,Female,75,Yes,0,1,56,None,26.82,One Year,68.45
5821-MMEIL,Female,43,Yes,0,6,57,None,44.86,Two Year,19.9
5825-XJOCM,Male,39,No,3,0,48,None,26.24,One Year,64.4
5827-MWCZK,Male,39,Yes,3,4,56,Offer B,23.52,Month-to-Month,96.95
5828-AVIPD,Male,29,Yes,0,1,19,None,5.93,One Year,100.95
5828-DWPIL,Male,68,Yes,0,4,62,None,4.76,Month-to-Month,89.1
5829-NVSQN,Female,38,Yes,0,3,23,None,31.39,One Year,68.75
5832-EXGTT,Male,28,Yes,3,9,29,None,1.41,Month-to-Month,60.2
5832-TRLPB,Male,30,No,0,0,29,None,3.69,One Year,75.35
5832-XKAES,Male,56,No,0,0,2,Offer E,37.72,Month-to-Month,69.8
5834-ASPWA,Male,55,No,0,0,1,None,11.58,Month-to-Month,75.45
5835-BEQEU,Male,44,No,0,0,3,None,38.38,Month-to-Month,76.95
5837-LXSDN,Female,63,Yes,3,1,21,None,35.72,One Year,58.85
5839-SUYVZ,Male,21,No,0,0,16,None,38.32,Month-to-Month,74.55
5840-NVDCG,Female,32,Yes,1,10,16,None,20.12,Two Year,68.25
5842-POCOP,Female,37,Yes,0,1,5,None,41.57,Month-to-Month,88.9
5843-TTHGI,Female,30,No,0,0,18,None,17.33,Month-to-Month,50.0
5844-QVTAT,Female,24,Yes,0,8,33,Offer C,8.79,One Year,58.45
5845-BZZIB,Male,37,Yes,3,7,35,None,11.75,Two Year,20.1
5846-ABOBJ,Male,24,Yes,0,2,71,None,33.61,Two Year,24.45
5846-NEQVZ,Male,19,Yes,0,3,71,None,2.43,Two Year,70.85
5846-QFDFI,Female,21,Yes,1,6,33,Offer C,11.01,Month-to-Month,88.6
5847-MXBEO,Male,42,No,0,0,22,Offer D,10.36,One Year,20.3
5848-FHRFC,Female,49,No,0,0,68,Offer A,2.83,Two Year,20.05
5849-ASHZJ,Male,26,No,3,0,27,None,17.3,One Year,20.05
5850-BDWCY,Female,64,No,0,0,6,Offer E,43.18,Month-to-Month,20.2
5854-KSRBJ,Male,31,Yes,1,10,70,Offer A,9.33,Two Year,25.4
5855-EIBDE,Female,35,Yes,0,10,49,None,40.67,Two Year,106.65
5857-TYBCJ,Male,72,Yes,0,6,44,Offer B,14.65,Two Year,89.2
5857-XRECV,Female,44,No,3,0,2,None,31.01,One Year,20.5
5858-EAFCZ,Male,45,No,0,0,1,None,23.34,Month-to-Month,44.45
5859-HZYLF,Male,45,Yes,2,9,26,None,43.84,Two Year,19.15
5863-OOKCL,Female,60,No,0,0,10,Offer D,41.04,Month-to-Month,18.85
5868-YTYKS,Male,21,No,2,0,1,Offer E,47.25,Month-to-Month,20.25
5868-YWPDW,Male,76,Yes,0,1,6,None,40.44,Month-to-Month,84.2
5871-DGTXZ,Male,55,No,0,0,32,Offer C,41.52,One Year,19.8
5875-YPQFJ,Male,51,No,0,0,1,Offer E,45.66,Month-to-Month,69.9
5876-HZVZM,Female,55,Yes,3,1,6,Offer E,14.51,Month-to-Month,55.9
5876-QMYLD,Female,44,Yes,0,10,23,None,17.82,One Year,20.05
5879-HMFFH,Female,49,Yes,0,1,72,None,38.28,Two Year,88.05
5879-SESNB,Female,34,No,0,0,11,Offer D,33.79,Month-to-Month,75.25
5883-GTGVD,Male,54,No,0,0,19,Offer D,2.19,Month-to-Month,99.95
5884-FBCTL,Female,43,Yes,2,4,72,None,35.62,Two Year,25.1
5884-GCYMI,Male,62,No,0,0,1,Offer E,38.53,Month-to-Month,69.4
5886-VLQVU,Male,30,Yes,0,0,35,None,24.83,Month-to-Month,89.85
5887-IKKYO,Male,54,Yes,2,2,58,Offer B,5.01,Two Year,94.35
5889-JTMUL,Female,67,Yes,0,1,50,Offer B,31.56,Month-to-Month,95.05
5889-LFOLL,Female,27,No,0,0,13,Offer D,35.96,Month-to-Month,84.6
5893-KCLGT,Female,56,No,2,0,72,None,15.21,Two Year,19.75
5893-PYOLZ,Male,55,No,0,0,56,Offer B,49.36,Two Year,81.8
5895-QSXOD,Male,42,No,0,0,9,None,48.25,Month-to-Month,70.05
5896-NPFWW,Male,23,Yes,0,1,3,None,13.54,Month-to-Month,50.15
5897-ZYEKH,Female,74,Yes,0,3,67,None,11.91,One Year,105.6
5898-IGSLP,Male,37,Yes,3,1,31,Offer C,20.76,Month-to-Month,89.3
5899-MQZZL,Female,25,No,0,0,13,Offer D,6.03,Month-to-Month,75.0
5899-OUVKV,Male,56,No,0,0,31,None,45.92,Month-to-Month,94.5
5902-WBLSE,Female,32,Yes,1,0,70,None,26.85,Two Year,20.15
5906-BFOZT,Male,54,No,0,0,1,None,8.02,Month-to-Month,19.5
5906-CVLHP,Female,60,Yes,0,1,45,None,42.04,One Year,54.15
5906-DVAPM,Female,27,Yes,2,7,55,None,33.5,One Year,75.0
5908-QMGOE,Male,74,No,0,0,15,None,23.53,Month-to-Month,74.2
5909-ECHUI,Female,49,No,0,0,1,None,26.14,Month-to-Month,56.25
5913-INRQV,Male,71,Yes,0,7,34,None,26.49,One Year,90.15
5914-DVBWJ,Female,80,No,0,0,18,None,2.36,Month-to-Month,85.45
5914-GXMDA,Female,42,Yes,0,1,32,None,45.26,One Year,19.3
5914-XRFQB,Male,58,Yes,0,0,72,None,43.12,Two Year,115.8
5915-ANOEI,Male,40,Yes,0,1,70,None,39.35,Two Year,79.15
5915-DGNVC,Female,47,Yes,0,9,49,Offer B,25.1,One Year,71.8
5916-QEWPT,Female,61,Yes,0,1,2,Offer E,27.41,Month-to-Month,69.0
5917-HBSDW,Female,20,Yes,2,1,37,None,2.68,Month-to-Month,19.35
5917-RYRMG,Male,79,No,0,0,32,None,25.89,One Year,19.8
5918-VUKWP,Female,61,No,0,0,32,Offer C,35.97,One Year,20.55
5919-TMRGD,Female,32,No,3,0,1,None,13.13,Month-to-Month,79.35
5919-VCZYM,Male,19,No,0,0,2,None,40.28,Month-to-Month,20.05
5921-NGYRH,Male,40,Yes,0,0,64,Offer B,48.41,Month-to-Month,73.55
5922-ABDVO,Female,20,Yes,0,1,19,Offer D,21.71,Month-to-Month,89.65
5923-GXUOC,Male,37,No,0,0,10,None,8.38,Month-to-Month,104.4
5924-IFQTT,Male,33,Yes,2,4,13,None,13.77,Month-to-Month,72.8
5924-SNGKP,Female,39,No,0,0,41,None,6.61,One Year,20.25
5928-QLDHB,Male,48,No,0,0,9,None,34.75,Month-to-Month,76.25
5930-GBIWP,Male,46,No,0,0,69,None,3.24,Two Year,81.5
5931-FLJJF,Male,75,Yes,0,1,7,None,16.05,Month-to-Month,70.1
5934-RMPOV,Female,32,No,2,0,22,Offer D,33.73,Month-to-Month,84.75
5934-TSSAU,Female,51,Yes,3,6,23,Offer D,48.73,Month-to-Month,75.3
5935-FCCNB,Female,79,No,0,0,17,None,32.19,Two Year,-6.0
5937-EORGB,Male,79,Yes,0,9,15,None,22.83,Month-to-Month,96.5
5939-SXWHM,Male,59,Yes,3,1,48,Offer B,20.73,Two Year,26.3
5939-XAIXZ,Female,54,No,0,0,19,Offer D,36.88,Month-to-Month,56.1
5940-AHUHD,Male,30,No,0,0,1,Offer E,44.59,Month-to-Month,70.6
5940-NFXKV,Male,59,Yes,0,1,19,None,14.09,Month-to-Month,83.65
5945-AZYHT,Male,53,Yes,0,9,71,Offer A,49.32,One Year,109.6
5947-SGKCL,Female,19,Yes,3,6,15,Offer D,4.19,Month-to-Month,105.35
5948-UJZLF,Male,22,No,0,0,2,None,40.75,Month-to-Month,49.25
5949-EBSQK,Male,44,Yes,1,4,4,None,27.24,Month-to-Month,61.45
5949-HGVJL,Female,35,Yes,0,7,26,None,23.31,Month-to-Month,73.05
5949-XIKAE,Female,32,Yes,0,1,8,None,32.32,Month-to-Month,83.55
5950-AAAGJ,Male,19,No,0,0,18,Offer D,2.26,Month-to-Month,84.3
5951-AOFIH,Male,19,No,0,0,33,None,45.72,Month-to-Month,66.4
5954-BDFSG,Female,40,No,0,0,72,None,9.47,Two Year,107.5
5955-EPOAZ,Female,40,No,0,0,6,None,43.19,Month-to-Month,20.95
5955-ERIHD,Male,53,Yes,0,1,18,Offer D,31.49,Month-to-Month,94.7
5956-VKDTT,Female,72,Yes,0,4,5,Offer E,45.76,Month-to-Month,74.35
5956-YHHRX,Male,75,No,0,0,21,Offer D,24.91,Two Year,104.35
5959-BELXA,Male,67,No,0,0,32,Offer C,25.45,Month-to-Month,96.15
5960-WPXQM,Male,24,No,0,0,1,None,31.34,Month-to-Month,79.05
5961-VUSRV,Female,53,No,0,0,12,Offer D,16.72,One Year,19.35
5965-GGPRW,Male,41,Yes,2,5,72,Offer A,36.05,Two Year,105.25
5966-EMAZU,Male,27,Yes,0,1,64,Offer B,4.01,One Year,108.5
5968-HYJRZ,Male,28,Yes,2,3,47,Offer B,15.68,Two Year,24.55
5968-VXZLG,Male,45,No,0,0,2,None,1.87,Month-to-Month,46.6
5968-XQIVE,Male,32,Yes,0,2,72,Offer A,11.57,One Year,89.7
5970-GHJAW,Male,40,Yes,2,9,46,Offer B,26.12,Two Year,19.95
5973-EJGDP,Male,21,No,0,0,51,Offer B,1.51,Month-to-Month,87.35
5975-BAICR,Male,36,Yes,2,8,36,None,47.45,One Year,63.7
5976-JCJRH,Male,36,Yes,0,1,10,Offer D,31.72,Month-to-Month,70.3
5977-CKHON,Female,59,Yes,3,3,43,Offer B,27.49,Month-to-Month,92.55
5980-BDHPY,Male,48,Yes,0,5,72,None,12.02,Two Year,-4.0
5980-NOPLP,Female,19,Yes,0,4,44,None,11.24,Month-to-Month,96.1
5981-ITEMU,Male,58,Yes,0,1,40,Offer B,16.33,Month-to-Month,97.1
5981-ZVXOT,Female,72,No,0,0,35,Offer C,10.73,One Year,108.35
5982-FPVQN,Female,40,Yes,1,2,37,None,41.03,Month-to-Month,95.15
5982-PSMKW,Female,20,Yes,2,1,23,Offer D,27.97,Two Year,91.1
5982-XMDEX,Female,42,No,0,0,65,Offer B,33.71,Two Year,26.5
5985-BEHZK,Female,78,Yes,0,1,72,Offer A,27.79,One Year,105.0
5985-TBABQ,Female,45,No,0,0,32,Offer C,33.45,One Year,74.75
5986-WWXDV,Male,42,No,0,0,39,None,48.61,One Year,19.35
5989-AXPUC,Female,27,Yes,0,1,68,Offer A,1.29,Two Year,118.6
5989-PGKJB,Female,40,No,0,0,16,Offer D,22.3,Month-to-Month,86.25
5993-BQHEA,Male,42,No,0,0,12,None,16.59,One Year,-5.0
5993-JSUWV,Female,25,No,0,0,66,None,21.37,Two Year,61.15
5995-LFTLE,Male,39,No,0,0,58,None,48.78,Two Year,25.3
5995-OIGLP,Male,42,No,0,0,12,None,7.97,Month-to-Month,56.65
5995-SNNEW,Male,80,Yes,0,1,23,None,45.21,Month-to-Month,104.45
5995-WWKKG,Female,62,No,0,0,37,Offer C,30.17,One Year,19.8
5996-DAOQL,Male,28,No,0,0,1,Offer E,42.17,Month-to-Month,20.45
5996-EBTKM,Female,46,Yes,1,1,67,Offer A,14.83,Two Year,69.9
5996-NRVXR,Male,68,Yes,0,2,40,None,15.15,One Year,98.15
5997-OPVFA,Male,39,Yes,0,7,72,Offer A,6.05,Two Year,89.05
5998-DZLYR,Female,55,Yes,0,1,61,Offer B,25.14,Two Year,94.35
5998-VVEJY,Male,34,No,0,0,26,None,24.16,Month-to-Month,80.5
6000-APYLU,Male,39,No,0,0,9,None,20.34,Month-to-Month,80.8
6000-UKLWI,Male,46,No,0,0,41,None,36.76,Two Year,20.15
6005-OBZPH,Female,68,No,0,0,26,Offer C,9.09,Month-to-Month,89.15
6007-TCTST,Female,57,Yes,2,9,72,None,12.29,Two Year,115.8
6010-DDPPW,Male,61,Yes,0,7,70,Offer A,9.03,Two Year,25.15
6013-BHCAW,Male,27,Yes,3,1,61,None,32.96,Two Year,81.0
6015-VVHHE,Female,68,No,0,0,5,None,41.83,Month-to-Month,83.15
6016-LVTJQ,Female,39,Yes,1,7,34,None,9.66,Month-to-Month,20.65
6016-NXBNJ,Male,53,No,0,0,35,None,7.74,One Year,19.15
6017-PPLPX,Male,47,Yes,0,1,20,None,16.49,Month-to-Month,70.45
6022-UGGSO,Female,70,No,0,0,32,Offer C,33.22,Month-to-Month,74.4
6023-GSSXW,Female,27,Yes,0,1,69,None,2.73,Two Year,61.45
6023-YEBUP,Male,32,No,0,0,3,Offer E,11.94,Month-to-Month,100.95
6024-RUGGH,Male,22,Yes,2,1,72,None,28.06,Two Year,25.2
6029-WTIPC,Male,73,No,0,0,37,Offer C,38.06,Month-to-Month,101.1
6030-REHUX,Female,76,Yes,0,6,28,Offer C,45.67,One Year,110.85
6032-KRXXO,Male,33,No,0,0,30,None,30.06,Month-to-Month,90.25
6034-YMTOB,Female,62,No,0,0,5,None,29.75,Month-to-Month,75.65
6035-BXTTY,Female,69,No,0,0,32,None,19.92,One Year,54.65
6035-RIIOM,Female,39,No,0,0,54,None,31.55,Two Year,97.2
6036-TTFYU,Female,48,Yes,0,1,16,None,46.86,Month-to-Month,19.6
6040-CGACY,Female,48,No,0,0,15,None,39.87,Month-to-Month,19.6
6047-SUHPR,Male,60,Yes,2,5,39,None,13.8,One Year,59.8
6047-YHPVI,Male,56,No,3,0,5,None,12.6,Month-to-Month,69.7
6048-NJXHX,Male,21,Yes,0,1,41,Offer B,35.46,Two Year,19.75
6048-QBXKL,Female,68,No,0,0,2,Offer E,31.74,Month-to-Month,56.55
6048-UWKAL,Female,73,Yes,0,2,69,None,19.39,Two Year,105.4
6050-FFXES,Female,51,Yes,0,3,69,None,14.69,Two Year,105.35
6050-IJRHS,Female,47,Yes,1,2,70,Offer A,5.93,One Year,106.5
6051-PTVNS,Female,31,Yes,1,0,55,Offer B,27.7,One Year,19.15
6060-DRTNL,Female,66,No,0,0,5,None,27.35,Month-to-Month,84.85
6060-QBMGV,Male,30,Yes,0,9,70,Offer A,3.51,Two Year,19.85
6061-GWWAV,Male,44,No,1,0,41,None,13.76,One Year,70.2
6061-PQHMK,Female,50,No,0,0,25,None,1.36,One Year,19.9
6064-PUPMC,Male,59,Yes,2,4,23,None,37.86,One Year,57.2
6064-ZATLR,Female,44,No,0,0,27,None,10.55,Two Year,52.85
6067-NGCEU,Female,50,No,0,0,65,None,41.78,Month-to-Month,-3.0
6072-NUQCB,Male,50,Yes,2,1,22,Offer D,37.7,One Year,20.25
6075-QMNRR,Female,33,No,0,0,52,Offer B,38.93,Month-to-Month,49.75
6075-SLNIL,Male,47,No,0,0,38,Offer C,6.71,Month-to-Month,95.1
6077-BDPXA,Female,56,No,0,0,3,None,5.63,Month-to-Month,70.15
6078-VESFR,Male,78,Yes,0,1,13,None,36.57,Month-to-Month,70.45
6080-LNESI,Male,63,No,0,0,51,Offer B,18.07,Two Year,24.75
6080-TCMYC,Male,55,Yes,3,4,40,None,3.52,Month-to-Month,81.2
6082-GLJIX,Male,50,No,0,0,18,Offer D,31.33,Month-to-Month,19.25
6082-OQFBA,Male,62,Yes,0,2,23,Offer D,24.88,One Year,19.65
6086-ESGRL,Female,53,No,0,0,1,Offer E,4.67,Month-to-Month,-7.0
6087-MVHJH,Female,44,No,0,0,16,Offer D,17.8,Month-to-Month,88.45
6087-YPWHO,Male,56,Yes,0,1,72,Offer A,17.31,Two Year,68.15
6088-BXMRG,Female,59,Yes,1,2,32,None,24.04,Month-to-Month,98.85
6092-QZVPP,Male,27,No,0,0,36,Offer C,42.51,Month-to-Month,79.2
6094-ZIVKX,Female,45,No,0,0,68,Offer A,17.41,One Year,54.45
6096-EGVTU,Female,50,Yes,1,6,64,None,19.23,One Year,24.9
6097-EQISJ,Female,41,Yes,0,1,66,Offer A,48.77,One Year,102.45
6100-FJZDG,Male,49,Yes,0,10,26,None,45.28,One Year,20.05
6100-QQHEB,Male,42,Yes,0,1,17,Offer D,17.71,Month-to-Month,92.55
6101-IMRMM,Male,53,No,0,0,6,Offer E,16.58,Month-to-Month,94.5
6103-BOCOU,Female,37,No,0,0,26,Offer C,20.64,Month-to-Month,80.7
6103-LIANB,Male,49,Yes,1,3,59,None,41.09,Two Year,99.5
6103-QCKFX,Female,36,Yes,3,10,44,Offer B,43.7,Month-to-Month,56.25
6108-OQZDQ,Female,21,Yes,0,4,4,Offer E,9.98,Month-to-Month,97.95
6110-OHIHY,Male,33,No,0,0,3,Offer E,49.76,Month-to-Month,79.25
6112-KTHFQ,Female,50,No,0,0,13,Offer D,21.36,Month-to-Month,19.3
6116-RFVHN,Female,20,Yes,0,10,34,Offer C,35.29,Month-to-Month,100.45
6120-RJKLU,Female,69,Yes,0,9,62,Offer B,24.62,Two Year,79.95
6121-TNHBO,Female,71,No,0,0,63,Offer B,15.62,One Year,83.0
6121-VZNQB,Female,35,No,0,0,1,None,34.79,Month-to-Month,19.1
6122-LJADA,Male,31,Yes,1,7,70,None,2.5,Two Year,90.15
6124-ACRHJ,Female,59,No,0,0,1,None,41.28,Month-to-Month,19.75
6127-ISGTU,Female,34,Yes,0,1,16,None,6.82,Month-to-Month,84.95
6127-IYJOZ,Male,71,No,0,0,1,None,40.38,Month-to-Month,45.85
6128-CZOMY,Female,43,No,0,0,1,None,36.99,Month-to-Month,45.65
6131-FOYAS,Male,48,No,0,0,35,None,20.61,Month-to-Month,59.6
6131-IUNXN,Female,47,Yes,2,6,19,None,46.91,Month-to-Month,20.2
6131-JLWZM,Female,27,No,0,0,13,Offer D,22.01,Month-to-Month,20.3
6134-KWTBV,Male,43,No,0,0,62,None,48.93,Two Year,23.4
6135-OZQVA,Female,46,No,0,0,7,Offer E,40.42,Month-to-Month,53.65
6137-NICCO,Female,39,Yes,2,7,6,None,41.29,Month-to-Month,94.05
6139-ZZRBQ,Male,79,No,0,0,64,None,4.99,Two Year,20.05
6140-QNRQQ,Male,42,No,0,0,1,Offer E,17.27,Month-to-Month,71.55
6141-OOXUQ,Male,43,No,0,0,1,Offer E,17.25,Month-to-Month,19.65
6142-VSJQO,Female,27,Yes,3,0,1,None,40.42,Month-to-Month,44.35
6143-JQKEA,Male,34,No,0,0,10,None,15.45,Month-to-Month,45.8
6145-NNPNO,Female,45,No,0,0,1,Offer E,9.82,Month-to-Month,44.15
6147-CBCRA,Female,34,Yes,0,5,33,None,4.15,Month-to-Month,20.05
6152-ONASV,Female,49,Yes,0,4,68,Offer A,41.46,One Year,58.25
6156-UZDLF,Female,19,No,0,0,26,Offer C,45.09,One Year,87.15
6161-ERDGD,Male,57,Yes,3,0,71,Offer A,23.41,One Year,85.45
6161-UUUTA,Male,77,No,0,0,3,None,2.98,Month-to-Month,79.9
6164-HXUGH,Female,40,Yes,1,1,6,Offer E,6.48,Month-to-Month,19.85
6166-ILMNY,Female,46,No,0,0,2,None,26.44,Month-to-Month,69.75
6168-WFVVF,Female,69,No,0,0,3,None,5.54,Month-to-Month,70.3
6168-YBYNP,Male,19,No,0,0,59,Offer B,48.12,Month-to-Month,111.35
6169-PGNCD,Female,61,No,0,0,57,None,6.45,Two Year,74.3
6169-PPETC,Male,42,Yes,1,8,35,None,47.33,Two Year,20.5
6171-ZTVYB,Male,42,Yes,0,1,43,None,26.1,Month-to-Month,66.25
6172-FECYY,Male,55,Yes,0,1,49,Offer B,39.6,Month-to-Month,84.5
6173-GOLSU,Male,79,Yes,0,4,67,Offer A,7.2,Two Year,94.65
6173-ITPWD,Male,26,Yes,0,1,47,Offer B,17.54,Month-to-Month,83.35
6175-IRFIT,Male,32,No,0,0,5,None,32.91,Month-to-Month,78.75
6176-YJWAS,Male,43,Yes,0,1,72,Offer A,38.3,Two Year,97.95
6177-PEVRA,Female,58,No,0,0,48,None,13.03,Two Year,55.5
6178-KFNHS,Female,34,No,0,0,12,Offer D,35.8,Month-to-Month,78.3
6179-GJPSO,Female,67,No,0,0,43,None,31.83,Month-to-Month,108.15
6181-AXXYF,Male,54,Yes,2,3,72,Offer A,47.69,Two Year,24.75
6184-DYUOB,Female,28,Yes,0,5,3,None,41.9,Month-to-Month,19.6
6185-TASNN,Male,71,No,0,0,1,Offer E,11.51,Two Year,46.3
6188-UXBBR,Female,47,Yes,0,1,38,Offer C,10.54,One Year,20.25
6194-HBGQN,Male,22,No,0,0,51,None,34.75,One Year,81.15
6195-MELTI,Male,57,No,0,0,57,None,9.32,One Year,54.65
6196-HBOBZ,Male,31,Yes,0,9,65,None,30.44,Two Year,99.35
6198-PNNSZ,Female,54,Yes,0,9,56,Offer B,37.76,One Year,109.8
6198-RTPMF,Female,46,Yes,0,10,17,Offer D,9.22,Month-to-Month,92.6
6198-ZFIOJ,Female,50,No,0,0,5,None,19.3,Month-to-Month,75.6
6199-IPCAO,Female,62,Yes,2,8,29,None,5.35,Two Year,26.1
6199-IWKGC,Female,71,Yes,0,5,46,None,21.46,One Year,100.25
6202-DYYFX,Female,64,No,0,0,22,Offer D,19.72,One Year,-5.0
6202-JVYEU,Male,28,No,0,0,9,None,4.02,One Year,19.9
6204-IEUXJ,Female,30,No,0,0,3,Offer E,40.67,Month-to-Month,80.1
6210-KBBPI,Male,67,No,0,0,9,None,10.66,Month-to-Month,99.45
6211-WWLTF,Male,46,Yes,0,3,63,Offer B,26.81,Two Year,99.7
6212-ATMLK,Female,42,No,0,0,50,None,49.14,Month-to-Month,95.7
6214-EDAKZ,Female,32,Yes,1,1,22,None,5.26,Month-to-Month,55.15
6215-NQCPY,Male,53,No,0,0,15,Offer D,10.12,Month-to-Month,99.7
6217-KDYWC,Male,58,No,0,0,57,None,5.71,Two Year,19.6
6217-TOWGS,Female,29,Yes,0,5,17,Offer D,7.6,Month-to-Month,75.4
6218-KNUBD,Male,58,No,0,0,6,None,10.88,Month-to-Month,59.45
6221-AVQYL,Male,37,No,0,0,2,None,2.96,Month-to-Month,73.25
