Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Avg Monthly Long Distance Charges,Contract,Monthly Charge,Customer Status
8221-HVAYI,0,60,1,0,0,35,Offer C,5.06,Two Year,69.15,0
5564-NEMQO,1,80,0,0,0,1,Offer E,35.09,Month-to-Month,75.3,1
4702-IOQDC,1,58,0,0,0,1,Offer E,46.17,Month-to-Month,70.1,1
3422-WJOYD,0,27,1,0,1,28,None,33.63,One Year,54.35,0
6549-YMFAW,0,70,1,0,1,9,None,1.66,One Year,21.25,0
5816-SCGFC,1,73,0,0,0,7,None,11.01,Two Year,51.3,0
6000-UKLWI,0,46,0,0,0,41,None,36.76,Two Year,20.15,0
8695-ARGXZ,0,66,1,0,1,34,None,2.07,Month-to-Month,75.55,0
5982-XMDEX,1,42,0,0,0,65,Offer B,33.71,Two Year,26.5,0
9405-GPBBG,1,42,0,0,0,64,None,5.68,Two Year,110.5,0
3814-MLAXC,1,58,0,0,0,31,None,16.63,Month-to-Month,79.85,1
2208-NQBCT,1,23,1,3,10,26,None,42.95,Month-to-Month,81.95,0
5565-FILXA,1,76,0,0,0,16,None,38.75,Month-to-Month,96.15,1
5889-LFOLL,1,27,0,0,0,13,Offer D,35.96,Month-to-Month,84.6,1
0991-BRRFB,0,31,0,0,0,18,None,20.86,Month-to-Month,49.4,1
8769-KKTPH,1,44,1,0,2,63,Offer B,1.43,One Year,99.65,0
8630-QSGXK,0,39,1,0,10,51,Offer B,9.99,Two Year,75.2,0
3389-KTRXV,1,61,1,3,0,23,None,7.11,Two Year,23.85,0
4186-ZBUEW,1,55,0,0,0,36,Offer C,29.27,One Year,70.7,0
7601-DHFWZ,1,54,0,0,0,48,Offer B,30.82,Two Year,24.0,0
8033-ATFAS,1,32,1,2,4,39,Offer C,48.14,Month-to-Month,59.85,0
6518-KZXCB,0,61,0,0,0,22,Offer D,4.79,Two Year,25.25,0
3771-PZOBW,0,38,0,0,0,20,Offer D,25.41,Month-to-Month,90.7,0
7251-XFOIL,1,60,0,0,0,61,Offer B,14.52,Month-to-Month,89.2,0
3494-JCHRQ,0,38,0,0,0,1,None,27.89,Month-to-Month,70.05,1
8909-BOLNL,0,40,0,0,0,3,None,12.05,One Year,21.2,0
0027-KWYKW,1,30,1,2,1,23,Offer D,34.91,Month-to-Month,83.75,0
7241-AJHFS,0,53,0,0,0,32,None,6.2,Month-to-Month,87.65,0
9261-WDCAF,0,64,0,0,0,3,None,33.53,Month-to-Month,-5.0,0
2484-DGXPZ,1,45,1,0,1,31,None,30.07,Month-to-Month,19.55,1
0426-TIRNE,1,54,0,0,0,1,Offer E,15.51,Month-to-Month,20.9,1
0495-RVCBF,1,39,0,0,0,1,None,33.88,Month-to-Month,79.7,1
0440-MOGPM,1,51,0,0,0,41,None,6.16,One Year,80.55,0
2718-GAXQD,1,68,1,3,1,4,Offer E,42.13,Month-to-Month,46.0,1
8710-YGLWG,0,44,0,0,0,1,Offer E,15.76,Month-to-Month,44.9,0
7284-ZZLOH,0,37,1,0,10,45,None,43.27,Two Year,53.3,0
3462-BJQQA,1,23,0,0,0,6,None,34.42,Month-to-Month,89.75,0
5003-XZWWO,0,32,1,0,4,71,None,15.12,Two Year,-8.0,0
9798-OPFEM,1,42,0,0,0,46,Offer B,32.78,Two Year,21.1,0
3508-VLHCZ,1,43,1,3,10,71,Offer A,41.71,Two Year,90.55,0
5349-IECLD,0,61,0,0,0,2,None,26.05,Month-to-Month,94.95,1
0872-JCPIB,0,47,0,0,0,17,Offer D,47.45,Month-to-Month,65.75,0
5729-KLZAR,1,22,1,0,1,4,Offer E,44.28,Month-to-Month,80.85,1
8705-DWKTI,0,58,0,0,0,52,None,5.92,Month-to-Month,83.8,0
9504-DSHWM,0,53,0,0,0,20,None,33.14,Month-to-Month,59.2,0
1624-WOIWJ,1,40,0,0,0,10,None,45.69,Month-to-Month,84.7,1
0786-IVLAW,1,72,0,0,0,66,None,3.57,One Year,108.1,0
8903-WMRNW,1,55,1,0,8,15,None,24.12,Month-to-Month,101.75,0
5553-AOINX,1,67,1,1,6,66,None,39.38,One Year,104.9,0
5954-BDFSG,1,40,0,0,0,72,None,9.47,Two Year,107.5,0
6614-VBEGU,1,23,1,0,8,24,Offer C,44.06,Month-to-Month,69.45,0
4844-JJWUY,1,65,0,0,0,1,Offer E,28.82,Month-to-Month,86.0,1
2533-QVMSK,0,46,1,0,9,61,Offer B,26.94,Two Year,94.1,1
6559-PDZLR,0,26,0,0,0,26,None,37.0,Month-to-Month,98.65,0
4188-FRABG,0,36,1,0,4,57,None,31.79,Month-to-Month,103.05,0
6729-GDNGC,1,71,0,0,0,20,None,21.49,One Year,80.7,0
4097-YODCF,0,35,0,1,0,34,Offer C,4.28,One Year,103.8,0
1396-QWFBJ,1,32,1,0,1,21,None,5.07,Month-to-Month,74.05,1
6618-RYATB,1,56,0,0,0,1,Offer E,5.1,Month-to-Month,79.55,1
5449-FIBXJ,0,34,1,0,1,19,Offer D,28.04,Month-to-Month,103.3,1
7446-KQISO,0,62,1,3,2,45,None,7.48,Two Year,109.75,0
1843-TLSGD,1,56,1,3,6,13,None,27.62,Two Year,20.85,0
0872-CASZJ,0,30,1,0,1,59,Offer B,20.5,One Year,69.1,0
6741-QRLUP,1,50,0,0,0,63,None,31.34,Two Year,80.3,0
1709-EJDOX,1,33,1,3,10,47,Offer B,41.54,Two Year,19.75,0
0807-ZABDG,1,43,0,2,0,3,Offer E,26.04,Month-to-Month,55.1,1
6586-PSJOX,0,62,0,2,0,15,Offer D,1.63,One Year,55.2,0
7817-OMJNA,0,23,0,0,0,14,Offer D,36.42,One Year,20.4,0
1494-EJZDW,1,51,1,3,1,10,None,18.62,Two Year,20.15,0
3779-OSWCF,1,38,1,0,8,71,None,12.12,Two Year,93.2,0
5955-EPOAZ,1,40,0,0,0,6,None,43.19,Month-to-Month,20.95,0
7426-WEIJX,0,71,1,1,10,60,None,18.23,Two Year,80.95,0
9101-NTIXF,0,32,0,0,0,2,Offer E,15.16,Month-to-Month,19.4,0
1744-JHKYS,1,49,1,0,5,34,Offer C,11.52,Month-to-Month,24.7,0
4423-YLHDV,1,22,1,0,1,21,Offer D,38.52,Month-to-Month,104.4,1
0931-MHTEM,1,36,0,0,0,54,None,34.27,One Year,100.05,0
7137-NAXML,0,63,0,0,0,23,Offer D,26.37,One Year,-9.0,0
6502-KUGLL,1,29,1,2,4,14,Offer D,42.64,Month-to-Month,59.45,0
4816-OKWNX,0,38,1,1,2,50,None,36.21,One Year,103.4,0
2672-OJQZP,1,35,0,0,0,1,None,40.87,Month-to-Month,44.75,0
3097-PYWXL,1,30,1,2,1,4,None,28.55,Month-to-Month,19.95,0
8590-YFFQO,0,24,1,0,1,70,Offer A,1.63,Two Year,64.95,0
0174-QRVVY,0,21,1,2,2,71,None,9.2,Two Year,25.35,0
5820-PTRYM,1,75,1,0,1,56,None,26.82,One Year,68.45,0
6173-GOLSU,0,79,1,0,4,67,Offer A,7.2,Two Year,94.65,0
2810-FTLEM,1,21,0,0,0,16,None,14.26,Month-to-Month,50.15,1
4700-UBQMV,0,42,1,3,6,21,None,31.55,One Year,75.9,0
8945-GRKHX,1,41,0,0,0,1,Offer E,46.09,Month-to-Month,78.65,1
8224-DWCKX,0,78,0,0,0,12,None,43.4,Two Year,73.3,0
7787-BNTZM,0,56,0,0,0,6,None,6.93,Month-to-Month,20.15,0
8387-MOJJT,1,53,1,0,1,42,None,34.02,Month-to-Month,77.95,1
4647-XXZAM,1,41,1,1,1,6,None,29.41,Month-to-Month,45.5,0
0420-HLGXF,1,72,0,0,0,39,None,10.03,Two Year,99.75,0
9793-WECQC,0,53,0,0,0,23,None,48.21,Month-to-Month,-1.0,0
5226-NOZFC,0,48,0,0,0,26,None,40.35,Month-to-Month,85.75,0
3887-PBQAO,1,48,1,0,4,45,Offer B,22.49,One Year,25.9,0
8564-LDKFL,0,37,1,0,1,40,Offer B,29.46,One Year,106.0,0
1074-AMIOH,1,38,1,2,1,53,None,43.39,Month-to-Month,108.25,0
7402-EYFXX,0,65,0,0,0,26,Offer C,25.04,Two Year,93.6,0
0795-GMVQO,0,36,1,0,1,67,None,23.13,One Year,109.9,0
9127-FHJBZ,0,60,1,3,1,72,None,32.47,Two Year,114.0,0
9498-FIMXL,1,31,0,0,0,8,Offer E,31.02,One Year,19.2,0
7330-WZLNC,1,25,0,0,0,5,Offer E,1.49,Month-to-Month,90.8,1
3253-HKOKL,1,31,1,2,7,52,None,7.99,One Year,100.3,0
0264-CNITK,1,45,1,2,1,71,None,31.03,Two Year,20.1,0
0365-GXEZS,0,55,1,0,6,18,Offer D,31.79,Month-to-Month,78.2,0
9297-EONCV,1,47,0,0,0,72,Offer A,44.21,Two Year,91.35,0
7268-IGMFD,0,75,0,0,0,18,Offer D,1.92,Two Year,93.9,0
1042-HFUCW,1,37,0,1,0,25,Offer C,39.9,One Year,54.75,0
7134-HBPBS,1,65,0,0,0,72,Offer A,26.87,Two Year,108.1,0
9659-QEQSY,1,26,0,0,0,45,None,33.73,Month-to-Month,115.65,0
0771-CHWSK,0,56,0,0,0,66,Offer A,45.57,Two Year,74.6,0
0928-XUTSN,1,22,0,0,0,13,None,44.99,Month-to-Month,80.5,0
2228-BZDEE,1,45,0,0,0,54,Offer B,26.25,Two Year,20.1,0
8128-YVJRG,1,61,0,0,0,7,None,40.32,Month-to-Month,79.65,1
5577-OTWWW,1,54,0,0,0,15,Offer D,39.84,Month-to-Month,19.75,1
1024-VRZHF,0,39,1,0,1,11,Offer D,21.58,Month-to-Month,-7.0,1
8972-HJWNV,1,75,1,0,1,7,Offer E,21.43,Month-to-Month,84.55,1
7814-LEEVE,1,60,1,0,7,1,None,6.64,Month-to-Month,20.3,0
9058-MJLZC,1,37,0,0,0,24,None,35.56,Month-to-Month,94.6,0
5364-XYIRR,0,44,1,0,1,51,None,21.08,Month-to-Month,94.65,1
4896-CPRPF,0,38,1,3,1,35,None,13.67,Two Year,-9.0,0
2024-BASKD,1,23,0,0,0,1,Offer E,22.16,Month-to-Month,74.6,1
9167-APMXZ,1,23,0,0,0,22,None,19.2,Month-to-Month,84.15,0
5248-RPYWW,1,78,1,1,2,72,None,9.88,Two Year,90.15,0
9507-HSMMZ,0,48,0,0,0,54,Offer B,27.3,Two Year,20.0,0
4785-FCIFB,1,20,1,0,10,61,Offer B,20.09,Two Year,24.4,0
6839-ITVZJ,1,35,1,0,1,26,None,22.33,Month-to-Month,60.05,1
7410-YTJIK,1,35,0,0,0,7,None,18.1,Month-to-Month,75.45,1
3540-RZJYU,1,21,0,0,0,15,None,20.03,Month-to-Month,86.2,1
7100-FQPRV,0,24,1,0,5,43,Offer B,48.1,One Year,71.9,0
8932-CZHRQ,0,40,0,0,0,68,Offer A,20.29,One Year,76.75,0
0281-CNTZX,0,56,1,0,2,63,Offer B,38.36,Two Year,19.95,0
0744-BIKKF,0,39,0,0,0,72,Offer A,11.41,Two Year,86.65,0
7297-DVYGA,1,61,0,0,0,51,Offer B,29.87,One Year,19.85,0
5304-EFJLP,0,72,1,0,4,72,None,16.92,Two Year,111.65,0
7693-QPEFS,0,75,0,0,0,52,Offer B,42.19,Two Year,72.95,0
8722-PRFDV,1,21,1,3,10,71,Offer A,48.76,Two Year,77.55,0
9248-OJYKK,0,74,0,0,0,1,None,3.84,Month-to-Month,76.45,1
4945-RVMTE,1,57,0,0,0,28,None,38.97,Month-to-Month,59.55,0
2786-GCDPI,1,75,0,0,0,50,Offer B,17.65,Month-to-Month,104.95,0
6339-TBELP,0,53,0,0,0,71,None,6.75,Two Year,86.4,0
0839-JTCUD,1,31,1,0,9,66,None,36.36,Two Year,89.9,0
8859-DZTGQ,0,21,0,0,0,33,None,14.48,Two Year,20.35,0
6384-VMJHP,1,23,0,0,0,72,Offer A,23.02,Two Year,73.0,0
6614-FHDBO,0,49,0,0,0,72,None,35.11,Two Year,109.2,0
7459-RRWQZ,1,51,0,0,0,15,Offer D,47.57,Month-to-Month,64.65,1
3721-WKIIL,1,62,0,0,0,27,None,15.41,Two Year,19.6,0
2091-GPPIQ,1,56,1,0,10,72,Offer A,26.04,Two Year,78.95,0
9281-OFDMF,0,76,0,0,0,39,None,20.06,Two Year,90.7,0
1855-AGAWH,0,27,1,0,2,31,None,36.69,One Year,93.8,0
5014-GSOUQ,0,59,0,0,0,13,Offer D,18.73,Two Year,19.95,0
5981-ZVXOT,1,72,0,0,0,35,Offer C,10.73,One Year,108.35,0
1696-HXOWK,1,53,1,0,6,71,Offer A,5.22,One Year,95.65,0
1725-MIMXW,0,42,0,0,0,1,Offer E,48.96,Month-to-Month,19.45,1
4465-VDKIQ,1,61,0,0,0,18,None,19.93,Month-to-Month,77.8,0
8752-IMQOS,0,28,1,0,1,5,None,5.2,One Year,20.1,0
9878-TNQGW,0,51,0,0,0,2,Offer E,17.33,Month-to-Month,80.95,1
7579-OOPEC,1,75,1,0,1,2,Offer E,6.86,Month-to-Month,50.15,1
2408-PSJVE,0,41,1,3,1,44,None,37.68,Month-to-Month,-7.0,0
3525-DVKFN,1,58,0,0,0,17,Offer D,30.07,Two Year,19.4,0
5208-FVQKB,0,41,1,0,7,70,Offer A,24.93,Two Year,67.95,0
2023-VQFDL,0,42,0,0,0,18,Offer D,33.16,Month-to-Month,19.0,0
6888-SBYAI,0,56,0,0,0,1,Offer E,38.05,Month-to-Month,50.7,0
1395-WSWXR,0,40,0,0,0,24,None,47.51,Two Year,20.75,0
2669-OIDSD,1,58,1,0,3,48,Offer B,1.02,Month-to-Month,100.05,0
4484-CGXFK,1,45,0,0,0,3,None,25.96,Month-to-Month,55.3,1
9867-NNXLC,1,43,0,0,0,22,Offer D,33.92,Month-to-Month,20.05,0
2207-QPJED,1,66,1,0,8,37,None,15.6,Two Year,90.0,0
4468-KAZHE,1,70,1,0,1,20,None,8.98,One Year,60.0,0
8204-TIFGJ,1,38,0,0,0,23,None,16.26,Month-to-Month,20.3,0
1754-GKYPY,0,65,1,0,8,22,None,22.38,Month-to-Month,89.75,0
5875-YPQFJ,0,51,0,0,0,1,Offer E,45.66,Month-to-Month,69.9,1
4526-EXKKN,0,27,0,0,0,40,None,27.47,Two Year,24.6,0
6686-YPGHK,0,65,0,0,0,47,None,36.58,Month-to-Month,85.5,1
4647-MUZON,1,56,1,0,9,18,Offer D,29.6,Month-to-Month,95.95,0
3870-SPZSI,1,56,1,2,4,70,Offer A,33.25,Two Year,113.05,0
6857-VWJDT,1,45,0,0,0,1,Offer E,32.33,Month-to-Month,95.65,1
1089-XZWHH,1,43,1,3,5,24,None,46.3,Two Year,19.7,0
0277-BKSQP,0,49,1,3,10,8,Offer E,1.56,Month-to-Month,54.4,0
2560-WBWXF,0,45,0,0,0,68,None,37.79,Two Year,24.15,0
4075-JFPGR,1,27,1,0,2,51,Offer B,21.07,One Year,93.5,0
7707-PYBBH,0,49,0,0,0,40,None,36.98,Month-to-Month,61.9,0
2270-CHBFN,1,46,1,0,10,44,Offer B,32.72,Month-to-Month,95.1,0
6689-TCZHQ,1,70,0,0,0,5,Offer E,12.27,Month-to-Month,78.95,1
8097-OMULG,0,63,1,2,1,59,None,15.94,One Year,76.75,0
0265-EDXBD,0,76,1,0,2,32,Offer C,47.34,Month-to-Month,74.9,1
6390-DSAZX,1,21,0,0,0,1,None,6.19,Month-to-Month,73.6,1
3950-VPYJB,0,37,1,3,7,57,None,14.55,One Year,59.6,0
9548-ZMVTX,0,31,1,3,7,72,Offer A,8.51,Two Year,90.45,0
4559-UWIHT,0,37,1,0,8,14,Offer D,45.57,Month-to-Month,82.65,0
4765-OXPPD,1,20,1,0,1,9,Offer E,6.35,Month-to-Month,65.0,1
8197-BFWVU,1,62,1,0,2,72,Offer A,1.72,Two Year,93.25,0
4811-JBUVU,0,62,0,0,0,30,None,31.97,Month-to-Month,89.9,0
5095-AESKG,1,33,1,0,1,3,None,31.61,Month-to-Month,91.5,1
8226-BXGES,0,30,1,0,5,64,Offer B,13.8,One Year,89.45,0
4554-YGZIH,0,75,1,0,3,49,Offer B,22.92,Month-to-Month,90.05,1
2790-XUYMV,0,19,0,1,0,71,None,31.89,One Year,85.45,0
2208-NKVVH,0,60,1,2,4,43,None,2.81,Two Year,24.25,0
6861-OKBCE,1,62,0,3,0,11,Offer D,33.06,Month-to-Month,20.1,1
4335-UPJSI,1,57,0,1,0,24,None,34.24,Two Year,19.75,0
8587-XYZSF,0,60,0,0,0,67,Offer A,32.58,Two Year,50.55,0
5131-PONJI,0,62,1,3,10,49,Offer B,11.74,Month-to-Month,90.4,0
5018-LXQQG,1,47,1,2,1,30,Offer C,16.48,Month-to-Month,66.3,0
7691-KGKGP,0,31,1,1,9,53,Offer B,2.11,Month-to-Month,65.0,0
7442-YGZFK,0,31,0,0,0,1,None,3.97,Month-to-Month,49.8,0
9447-YPTBX,1,30,1,0,1,50,None,28.1,One Year,19.85,0
5144-PQCDZ,0,55,0,0,0,4,None,34.86,Month-to-Month,19.95,0
0795-LAFGP,0,25,1,0,1,71,None,3.57,Two Year,90.4,0
8469-SNFFH,0,40,1,0,0,70,None,43.46,One Year,79.4,0
4635-EJYPD,0,39,1,1,2,32,None,35.39,Two Year,18.95,0
8757-TFHHJ,0,55,0,0,0,1,None,38.21,Month-to-Month,49.8,0
7217-JYHOQ,0,30,1,2,6,24,None,44.57,Month-to-Month,70.3,0
2495-TTHBQ,1,52,0,1,0,4,None,32.15,One Year,20.4,0
7690-KPNCU,0,20,1,0,5,64,Offer B,26.64,One Year,73.05,0
3001-UNBTL,0,69,1,1,1,29,Offer C,49.36,Month-to-Month,103.95,0
3413-BMNZE,0,71,0,0,0,1,Offer E,11.89,One Year,45.25,0
3452-GWUIN,1,78,1,0,10,19,None,19.57,Two Year,94.95,0
0839-QNXME,1,35,0,0,0,30,None,9.27,Two Year,19.4,0
3097-NNSPB,1,42,0,0,0,2,Offer E,14.7,Month-to-Month,49.05,1
0654-HMSHN,0,45,1,0,1,21,Offer D,42.65,Month-to-Month,104.4,1
8979-CAMGB,0,67,0,0,0,64,None,10.07,One Year,102.1,0
1977-STDKI,1,72,0,0,0,1,None,20.55,Month-to-Month,73.0,1
2692-AQCPF,1,32,1,0,6,65,Offer B,41.34,One Year,108.05,0
2019-HDCZY,0,35,1,0,4,63,None,2.72,Two Year,102.6,0
2087-QAREY,1,60,1,0,1,22,Offer D,39.83,Month-to-Month,54.7,0
3523-BRGUW,0,65,0,0,0,26,Offer C,29.88,One Year,19.3,0
3679-XASPY,1,38,1,2,1,1,Offer E,16.44,Month-to-Month,19.45,0
8148-BPLZQ,0,34,0,0,0,34,None,4.89,Month-to-Month,49.8,0
2138-VFAPZ,1,40,1,1,8,14,Offer D,15.33,Two Year,19.7,0
7623-HKYRK,0,46,0,1,0,6,None,27.78,Month-to-Month,19.7,0
6139-ZZRBQ,0,79,0,0,0,64,None,4.99,Two Year,20.05,0
7601-WFVZV,0,35,0,0,0,1,Offer E,17.94,Month-to-Month,19.55,0
5315-CKEQK,0,73,1,2,1,28,None,4.71,One Year,51.0,0
9600-NAXZN,0,39,0,0,0,43,None,49.64,Month-to-Month,101.4,1
2061-VVFST,1,57,1,0,1,37,None,45.19,Month-to-Month,19.5,0
6733-LRIZX,0,42,0,0,0,35,None,20.07,Two Year,108.95,0
3594-BDSOA,1,44,1,0,6,24,None,35.86,One Year,20.4,0
1104-FEJAM,0,52,1,2,2,28,None,9.31,Month-to-Month,64.4,0
5939-SXWHM,0,59,1,3,1,48,Offer B,20.73,Two Year,26.3,0
7503-EPSZW,1,45,1,3,5,64,Offer B,17.93,Two Year,24.05,0
6952-OMNWB,0,75,1,0,7,68,Offer A,34.31,One Year,80.35,0
1421-HCERK,0,75,1,0,6,30,None,33.48,Month-to-Month,105.7,0
5071-FBJFS,1,61,1,1,8,4,None,44.64,Month-to-Month,50.3,0
8584-KMVXD,1,64,0,0,0,8,Offer E,11.2,Month-to-Month,75.6,0
7993-NQLJE,0,39,1,1,7,15,None,32.73,Month-to-Month,75.1,0
1400-MMYXY,0,71,1,0,1,3,None,41.3,Month-to-Month,105.9,1
7625-XCQRH,1,48,0,0,0,11,None,15.6,Month-to-Month,76.5,1
0220-EBGCE,0,58,0,0,0,2,Offer E,14.14,Month-to-Month,85.85,1
6695-FRVEC,0,60,1,0,1,67,None,21.17,Two Year,60.4,0
5572-ZDXHY,1,25,0,0,0,22,None,29.07,Month-to-Month,84.3,1
1116-DXXDF,0,38,0,0,0,39,None,37.94,Two Year,100.45,0
2284-VFLKH,0,23,1,0,4,49,Offer B,33.93,One Year,99.25,0
1791-PQHBB,1,28,0,2,0,2,Offer E,32.06,Month-to-Month,61.2,0
4504-YOULA,1,42,1,3,0,35,Offer C,39.11,Month-to-Month,59.45,0
7868-BGSZA,0,30,1,0,7,43,None,33.97,One Year,80.2,0
0771-WLCLA,1,49,1,1,8,16,Offer D,46.45,Month-to-Month,112.95,0
3635-QQRQD,0,19,0,0,0,62,None,33.68,Two Year,20.05,0
0018-NYROU,1,58,1,0,0,5,None,18.65,Month-to-Month,68.95,0
5396-IZEPB,0,37,0,0,0,9,Offer E,24.89,Month-to-Month,19.7,0
6023-GSSXW,1,27,1,0,1,69,None,2.73,Two Year,61.45,0
4931-TRZWN,1,54,0,0,0,13,Offer D,10.66,Month-to-Month,71.95,0
5792-JALQC,1,78,0,0,0,52,Offer B,34.0,Two Year,59.85,0
9974-JFBHQ,0,31,0,1,0,64,Offer B,22.41,Month-to-Month,99.15,0
1621-YNCJH,1,54,1,0,4,36,None,19.24,Two Year,106.05,0
9943-VSZUV,0,75,0,0,0,67,Offer A,39.89,Month-to-Month,75.7,0
7124-UGSUR,1,77,1,0,1,61,None,35.11,One Year,104.4,1
6941-PMGEP,1,26,0,0,0,5,Offer E,43.99,Month-to-Month,80.0,1
4816-JBHOV,0,72,0,0,0,2,Offer E,41.43,Month-to-Month,44.7,1
6869-FGJJC,0,50,0,0,0,68,None,18.53,One Year,79.6,0
2821-WARNZ,1,25,0,1,0,49,None,45.64,One Year,19.45,0
8779-YIQQA,0,38,1,1,10,21,None,18.0,One Year,19.8,0
3115-JPJDD,1,43,1,0,1,59,None,29.6,One Year,81.25,0
9701-CDXHR,1,63,1,0,1,51,Offer B,45.76,Month-to-Month,69.15,0
2154-KVJFF,1,42,0,0,0,15,Offer D,42.83,Month-to-Month,79.75,1
1891-UAWWU,1,79,1,0,1,20,None,4.77,Month-to-Month,90.8,1
5171-EPLKN,0,27,0,0,0,27,None,47.65,Two Year,19.85,0
5951-AOFIH,0,19,0,0,0,33,None,45.72,Month-to-Month,66.4,0
7065-YUNRY,1,28,0,0,0,1,None,39.94,Month-to-Month,45.3,1
4385-GZQXV,1,68,0,0,0,16,Offer D,9.43,Month-to-Month,94.45,1
1730-ZMAME,1,74,0,0,0,32,None,48.62,Two Year,79.5,0
0867-MKZVY,1,26,1,1,5,20,None,36.6,Month-to-Month,82.4,1
7302-ZHMHP,1,35,0,0,0,1,None,22.37,Month-to-Month,19.15,0
6817-WTYHE,0,56,0,0,0,2,None,5.08,Month-to-Month,44.9,0
6050-IJRHS,1,47,1,1,2,70,Offer A,5.93,One Year,106.5,0
9053-JZFKV,0,25,0,0,0,67,Offer A,33.88,Two Year,116.2,1
2126-GSEGL,1,53,1,0,7,70,None,9.28,Two Year,84.8,0
1582-RAFML,0,26,0,0,0,1,Offer E,23.63,Month-to-Month,60.1,1
6736-DHUQI,1,64,1,3,5,67,None,3.47,One Year,84.8,0
8185-UPYBR,0,33,1,0,4,6,None,21.23,Month-to-Month,75.5,1
3973-SKMLN,0,49,0,0,0,71,None,22.22,Two Year,19.9,0
6407-GSJNL,1,56,0,0,0,51,Offer B,44.35,Two Year,24.95,0
1415-YFWLT,1,68,0,0,0,1,Offer E,30.23,Month-to-Month,89.3,1
2322-VCZHZ,0,70,1,0,3,23,Offer D,31.53,Month-to-Month,90.0,0
4919-MOAVT,0,53,0,0,0,3,Offer E,39.38,Month-to-Month,69.65,1
9554-DFKIC,0,50,1,2,6,30,None,12.49,Month-to-Month,54.45,0
1699-HPSBG,0,44,0,0,0,12,Offer D,9.6,One Year,59.8,1
5075-JSDKI,1,64,0,0,0,59,Offer B,41.23,Two Year,24.45,0
5399-ZIMKF,0,58,0,0,0,5,None,32.81,Month-to-Month,74.65,0
8761-NSOBC,0,41,0,0,0,44,None,42.92,Month-to-Month,100.55,1
4877-TSOFF,1,41,1,3,7,55,Offer B,16.16,One Year,75.75,0
5153-RTHKF,1,26,0,0,0,34,None,23.54,Month-to-Month,85.35,0
0516-VRYBW,1,39,0,0,0,18,Offer D,8.95,One Year,20.15,1
8020-BWHYL,1,70,0,0,0,15,None,7.99,Month-to-Month,75.3,1
4132-KALRO,1,31,0,0,0,4,Offer E,7.94,Month-to-Month,100.85,0
5229-DTFYB,1,64,0,0,0,41,None,10.26,Two Year,98.8,0
6465-GSRCL,1,19,0,2,0,67,Offer A,18.74,One Year,106.6,0
4365-MSDYN,0,38,1,0,7,8,None,22.34,Month-to-Month,19.55,0
4929-ROART,0,47,0,0,0,18,None,33.8,Month-to-Month,56.25,0
2636-ALXXZ,1,68,0,0,0,1,Offer E,45.8,Month-to-Month,69.6,1
8922-NPKBJ,0,63,1,2,10,42,None,34.33,Two Year,19.35,0
0866-QLSIR,1,53,0,0,0,34,Offer C,34.41,One Year,64.4,1
5404-GGUKR,0,39,0,0,0,5,Offer E,17.16,Month-to-Month,51.35,0
9805-FILKB,0,44,1,0,6,46,None,4.72,One Year,20.2,0
2815-CPTUL,0,68,0,0,0,5,None,2.27,Month-to-Month,70.25,1
4853-OITSN,0,33,1,0,8,5,Offer E,15.74,Month-to-Month,89.15,0
0323-XWWTN,0,44,0,1,0,3,None,33.87,Two Year,26.4,0
4622-YNKIJ,0,59,0,0,0,33,Offer C,47.64,Two Year,88.95,0
9272-LSVYH,0,23,0,0,0,10,None,4.29,Month-to-Month,70.15,0
0679-TDGAK,0,29,1,1,1,50,None,31.83,One Year,75.5,0
7377-DMMRI,0,35,0,0,0,2,Offer E,13.73,Month-to-Month,47.8,1
7801-CEDNV,0,33,1,0,10,27,None,9.01,One Year,48.7,0
1376-HHBDV,1,37,0,0,0,30,Offer C,10.74,Month-to-Month,48.8,0
9534-NSXEM,0,28,0,0,0,26,Offer C,31.53,One Year,20.65,0
4803-LBYPN,0,44,1,1,1,34,Offer C,44.54,Month-to-Month,20.8,0
3537-RYBHH,1,78,1,0,1,47,None,46.77,Two Year,67.45,0
2560-QTSBS,1,26,1,2,6,72,None,18.14,One Year,23.3,0
5445-UTODQ,1,35,1,0,1,7,None,11.58,Month-to-Month,81.1,1
4695-WJZUE,1,68,0,0,0,2,None,21.57,Month-to-Month,88.55,1
2237-ZFSMY,1,29,0,0,0,39,Offer C,4.48,One Year,95.55,1
2661-GKBTK,0,39,1,3,7,60,None,27.2,Two Year,76.95,0
2361-UPSND,1,45,1,0,6,46,None,44.75,One Year,70.6,0
9220-ZNKJI,1,67,1,0,5,55,None,33.21,Two Year,88.8,0
9093-FPDLG,1,54,0,0,0,11,None,9.52,Month-to-Month,94.2,0
2595-KIWPV,0,48,0,1,0,27,Offer C,32.28,Two Year,19.7,0
2498-XLDZR,1,26,1,1,1,32,None,19.76,Two Year,73.6,0
4013-UBXWQ,1,33,0,0,0,7,Offer E,48.82,Month-to-Month,74.65,1
7000-WCEVQ,1,67,0,0,0,20,None,27.11,Month-to-Month,61.6,1
9625-QSTYE,1,37,0,0,0,13,None,3.84,Month-to-Month,81.15,1
2277-AXSDC,1,46,0,0,0,32,None,43.8,One Year,19.75,0
6732-FZUGP,1,30,0,0,0,47,Offer B,40.25,One Year,94.9,0
